id,section,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_ans,created_at
19281,React Engineer,Testing,Medium,What is Playwright?,Microsoft's cross-browser E2E testing framework,React testing tool,CSS testing,API testing,A,2026-07-05 11:34:20.041878+05:30
19282,React Engineer,Testing,Medium,What is Vitest?,Jest-compatible test runner optimized for Vite projects,E2E testing tool,Visual testing,Browser testing,A,2026-07-05 11:34:20.041878+05:30
19283,React Engineer,Testing,Medium,What is test isolation?,Each test runs independently without side effects from other tests,Running tests together,Sharing test state,Sequential testing,A,2026-07-05 11:34:20.041878+05:30
19284,React Engineer,Testing,Easy,What is beforeEach in Jest?,Runs setup code before each test in a describe block,Runs once before all,Runs after each,Runs at start of file,A,2026-07-05 11:34:20.041878+05:30
19285,React Engineer,Testing,Easy,What is afterEach in Jest?,Runs cleanup code after each test,Runs after all,Runs before each,Runs at end of file,A,2026-07-05 11:34:20.041878+05:30
19286,React Engineer,Testing,Easy,What is beforeAll in Jest?,Runs once before all tests in a describe block,Runs before each,Runs after all,Runs after each,A,2026-07-05 11:34:20.041878+05:30
19287,React Engineer,Testing,Easy,What is describe in Jest?,Groups related tests together,Describes test results,Documents tests,Creates test suite,A,2026-07-05 11:34:20.041878+05:30
19288,React Engineer,Testing,Easy,What is the it/test function in Jest?,Defines a single test case,Describes a group,Describes the test,Runs all tests,A,2026-07-05 11:34:20.041878+05:30
19289,React Engineer,Testing,Medium,How do you test async code in Jest?,"Return a promise, use async/await, or use done callback",Use setTimeout,Use sync code only,Use promises only,A,2026-07-05 11:34:20.041878+05:30
19290,React Engineer,Testing,Hard,What is msw (Mock Service Worker)?,Intercepts network requests in tests using service worker,CSS mock,Redux mock,Component mock,A,2026-07-05 11:34:20.041878+05:30
19291,React Engineer,Testing,Hard,Why is testing implementation details bad?,Tests break on refactoring even when behavior is unchanged,It is recommended,Tests become faster,Coverage increases,A,2026-07-05 11:34:20.041878+05:30
19292,React Engineer,Testing,Hard,What is a query priority in RTL?,Order of preference: role > label > placeholder > text > ID,Not a concept,DOM hierarchy,Render priority,A,2026-07-05 11:34:20.041878+05:30
19293,React Engineer,Testing,Medium,What does ByLabelText query do?,Finds form element associated with label text,Finds text content,Finds by class,Finds by ID,A,2026-07-05 11:34:20.041878+05:30
19294,React Engineer,Testing,Easy,What does ByPlaceholderText query do?,Finds input by its placeholder attribute,Finds by text,Finds by role,Finds by value,A,2026-07-05 11:34:20.041878+05:30
19295,React Engineer,Testing,Medium,What is data-testid attribute?,Custom attribute for selecting test elements as last resort,RTL default,Required attribute,Performance hint,A,2026-07-05 11:34:20.041878+05:30
19296,React Engineer,Testing,Hard,Why should data-testid be a last resort?,"It tests implementation, not user behavior",It is unreliable,It is slow,It breaks in production,A,2026-07-05 11:34:20.041878+05:30
19297,React Engineer,Testing,Hard,What is testing a hook?,Using renderHook() from RTL to test custom hooks in isolation,Testing with useEffect,Testing component using hook,Mocking the hook,A,2026-07-05 11:34:20.041878+05:30
19298,React Engineer,Testing,Hard,What does renderHook return?,Object with result.current (hook's return value) and other utilities,Rendered component,DOM element,Hook function,A,2026-07-05 11:34:20.041878+05:30
19299,React Engineer,Testing,Hard,What is act() wrapper in React testing?,Ensures all state updates and effects are applied before assertions,Error boundary,Async wrapper,DOM updater,A,2026-07-05 11:34:20.041878+05:30
19300,React Engineer,Testing,Hard,When is act() required?,When triggering state updates outside React's event system,Always,Never,Only for class components,A,2026-07-05 11:34:20.041878+05:30
19301,React Engineer,Testing,Hard,What is axe-core used for?,Automated accessibility testing in Jest/RTL tests,Performance testing,E2E testing,Visual testing,A,2026-07-05 11:34:20.041878+05:30
19302,React Engineer,Testing,Medium,What is storybook?,UI component explorer for developing and testing components in isolation,E2E test tool,State manager,Routing library,A,2026-07-05 11:34:20.041878+05:30
19303,React Engineer,Testing,Hard,What is visual regression testing?,Comparing component screenshots to detect unintended visual changes,Functional testing,Accessibility testing,Performance testing,A,2026-07-05 11:34:20.041878+05:30
19304,React Engineer,Components,Easy,What is a React component?,"Reusable, self-contained UI piece returning JSX",HTML file,CSS class,JavaScript module,A,2026-07-05 11:34:20.041878+05:30
19305,React Engineer,Components,Easy,What are the two types of React components?,Functional components and Class components,Stateful and Stateless,Smart and Dumb,Container and Presentational,A,2026-07-05 11:34:20.041878+05:30
19306,React Engineer,Components,Easy,What is a functional component?,JavaScript function that accepts props and returns JSX,ES6 class,DOM element,Redux store,A,2026-07-05 11:34:20.041878+05:30
19307,React Engineer,Components,Easy,What is a class component?,ES6 class extending React.Component with render method,Pure function,HOC,Context provider,A,2026-07-05 11:34:20.041878+05:30
19308,React Engineer,Components,Easy,What are props?,Data passed from parent to child component,Internal state,Event handlers,DOM attributes,A,2026-07-05 11:34:20.041878+05:30
19309,React Engineer,Components,Easy,What is the difference between props and state?,Props are external (passed in); state is internal (managed by component),Both are internal,Both are external,Props are mutable,A,2026-07-05 11:34:20.041878+05:30
19310,React Engineer,Components,Easy,Can props be modified by the child component?,No — props are read-only,"Yes, always",Only class components,With useRef,A,2026-07-05 11:34:20.041878+05:30
19311,React Engineer,Components,Easy,What is prop drilling?,Passing props through multiple layers of components that don't need them,Passing props directly,Using context,Using Redux,A,2026-07-05 11:34:20.041878+05:30
19312,React Engineer,Components,Medium,What is a Higher Order Component (HOC)?,Function that takes a component and returns an enhanced component,A component,A hook,A context,A,2026-07-05 11:34:20.041878+05:30
19313,React Engineer,Components,Hard,What is the Compound Components pattern?,Multiple components working together sharing implicit state via context,HOC pattern,Render props,Children pattern,A,2026-07-05 11:34:20.041878+05:30
19314,React Engineer,Components,Hard,What is the Render Props pattern?,Component accepting a function prop that returns JSX to render,HOC pattern,Hook pattern,Context pattern,A,2026-07-05 11:34:20.041878+05:30
19315,React Engineer,Components,Medium,What is the Container/Presentational component pattern?,Separating data logic (container) from UI (presentational),HOC pattern,Render props,Context pattern,A,2026-07-05 11:34:20.041878+05:30
19316,React Engineer,Components,Medium,What are controlled components?,Components where form state is managed by React state,DOM-managed components,Class-only components,Uncontrolled components,A,2026-07-05 11:34:20.041878+05:30
19317,React Engineer,Components,Medium,What are uncontrolled components?,Components where form state is managed by the DOM,React-managed components,All class components,Functional components,A,2026-07-05 11:34:20.041878+05:30
19318,React Engineer,Components,Easy,What is the children prop?,Special prop containing JSX passed between component tags,Array of props,DOM nodes only,Text only,A,2026-07-05 11:34:20.041878+05:30
19319,React Engineer,Components,Hard,What is React.Children.map?,Iterate over children with proper handling of edge cases,Array.map on children,HOC utility,Clone utility,A,2026-07-05 11:34:20.041878+05:30
19320,React Engineer,Components,Hard,What is React.cloneElement used for?,Clone element and add/override props (used in compound components),Create new component,Duplicate DOM,Merge components,A,2026-07-05 11:34:20.041878+05:30
19321,React Engineer,Components,Easy,What is prop validation?,Defining expected types for props using PropTypes or TypeScript,Runtime check only,TypeScript only,Jest test,A,2026-07-05 11:34:20.041878+05:30
19322,React Engineer,Components,Easy,What is defaultProps?,Sets default values for props when they are not provided,Initial state,Required props,Optional rendering,A,2026-07-05 11:34:20.041878+05:30
19323,React Engineer,Components,Hard,What is the purpose of displayName on a component?,Improves debugging in React DevTools and error messages,Required for HOCs,Required for hooks,Required for rendering,A,2026-07-05 11:34:20.041878+05:30
19324,React Engineer,Components,Hard,What is forwardRef used for?,Forwarding a ref from parent through a component to its DOM element,Forwarding props,Forwarding context,Forwarding events,A,2026-07-05 11:34:20.041878+05:30
19325,React Engineer,Components,Hard,What is useImperativeHandle used with?,forwardRef — to customize what ref exposes to parent,useRef alone,React.memo,Context,A,2026-07-05 11:34:20.041878+05:30
19326,React Engineer,Components,Medium,What is a pure component?,"Component returning same output for same input, no side effects",Stateless component,Functional component,Class component,A,2026-07-05 11:34:20.041878+05:30
19327,React Engineer,Components,Easy,What is React.Fragment?,"Wrapper that renders no DOM node, allowing multiple root elements",A DOM element,An empty div,A context,A,2026-07-05 11:34:20.041878+05:30
19328,React Engineer,Components,Easy,What is the shorthand for React.Fragment?,<> </> (empty angle brackets),<Fragment>,<React.Fragment>,<Wrap>,A,2026-07-05 11:34:20.041878+05:30
19329,React Engineer,Components,Medium,What is a Portal in React?,Renders children into a different DOM node outside current tree,State portal,Navigation portal,CSS portal,A,2026-07-05 11:34:20.041878+05:30
19330,React Engineer,Components,Hard,Why use React portals?,"To render modals, tooltips above z-index of parent without CSS hacks",For performance,For routing,For testing,A,2026-07-05 11:34:20.041878+05:30
19331,React Engineer,Components,Medium,What is Error Boundary?,Class component catching errors in child tree and showing fallback,Try-catch equivalent,Error hook,useError hook,A,2026-07-05 11:34:20.041878+05:30
19332,React Engineer,Components,Medium,What is componentDidCatch?,"Lifecycle called after error is caught, receives error and info",Error boundary only,All lifecycle,Update lifecycle,A,2026-07-05 11:34:20.041878+05:30
19333,React Engineer,Components,Hard,What is getDerivedStateFromError?,Static method updating state to show error fallback UI,Catches errors to log,Updates the DOM,Redirects on error,A,2026-07-05 11:34:20.041878+05:30
19334,React Engineer,Components,Hard,What are React Server Components?,"Components running on server, rendering without client JS overhead",SSR components,Cached components,Static components,A,2026-07-05 11:34:20.041878+05:30
19335,React Engineer,Components,Hard,What are Client Components in Next.js App Router?,Components with 'use client' directive that run in browser,Server components,RSC components,Shared components,A,2026-07-05 11:34:20.041878+05:30
19336,React Engineer,Components,Hard,What is the purpose of the 'use client' directive?,Marks component and its imports as client-side bundle boundary,Enables server rendering,Adds Redux,Adds context,A,2026-07-05 11:34:20.041878+05:30
19337,React Engineer,Components,Easy,What is component composition?,Building complex UI by combining smaller focused components,Inheritance,HOC wrapping,Context sharing,A,2026-07-05 11:34:20.041878+05:30
19338,React Engineer,Components,Medium,Why prefer composition over inheritance in React?,"React's component model is built for composition, not class hierarchies",Inheritance is broken,HOCs are better,Composition is faster,A,2026-07-05 11:34:20.041878+05:30
19339,React Engineer,Components,Hard,What is the headless component pattern?,Components providing logic/behavior without UI (often via render props/hooks),Unstyled components,No DOM components,Server components,A,2026-07-05 11:34:20.041878+05:30
19340,React Engineer,Components,Hard,What is polymorphic component?,Component accepting 'as' prop to render as different HTML element,Multiple renders,Context-driven,Dynamic import,A,2026-07-05 11:34:20.041878+05:30
19341,React Engineer,Components,Hard,What is controlled vs uncontrolled component design?,Controlled: caller manages state; Uncontrolled: component manages own state,No difference,Controlled uses DOM,Uncontrolled uses useState,A,2026-07-05 11:34:20.041878+05:30
19342,React Engineer,Components,Hard,What is a slot pattern?,Named children via props for flexible layout composition (like <header> slot),Array pattern,Fragment pattern,Portal pattern,A,2026-07-05 11:34:20.041878+05:30
19343,React Engineer,Components,Easy,What are named exports vs default export for components?,Named allows multiple exports per file; default is the main one,No difference,Named is older,Default is better,A,2026-07-05 11:34:20.041878+05:30
19344,React Engineer,Components,Medium,What is component co-location?,"Keeping related code (tests, styles, hooks) near the component file",Global organization,Folder structure,Module pattern,A,2026-07-05 11:34:20.041878+05:30
19345,React Engineer,Components,Medium,What is index.js barrel file?,Single file re-exporting from a folder for cleaner imports,Entry point only,Test file,Config file,A,2026-07-05 11:34:20.041878+05:30
19346,React Engineer,Components,Hard,What is the atomic design methodology?,"Organizing components as Atoms, Molecules, Organisms, Templates, Pages",Redux pattern,File system pattern,Testing pattern,A,2026-07-05 11:34:20.041878+05:30
19347,React Engineer,Components,Medium,What is a design system?,Collection of reusable components with consistent design and behavior rules,CSS framework,Component library,State management,A,2026-07-05 11:34:20.041878+05:30
19348,React Engineer,Components,Medium,What is Storybook used for?,Building and documenting components in isolation outside the app,Testing tool,Routing tool,State tool,A,2026-07-05 11:34:20.041878+05:30
19349,React Engineer,Components,Hard,What is component-driven development?,"Building UI from components up, driven by Storybook or similar",Test-driven development,Agile development,Lean development,A,2026-07-05 11:34:20.041878+05:30
19350,React Engineer,Components,Medium,What is a form component pattern?,Encapsulating form logic with validation and submission handling,Input wrapper only,Event handler,State pattern,A,2026-07-05 11:34:20.041878+05:30
19351,React Engineer,Components,Medium,What is a wizard/multi-step form pattern?,Series of components tracking current step and form state,Navigation pattern,Routing pattern,Animation pattern,A,2026-07-05 11:34:20.041878+05:30
19352,React Engineer,Components,Easy,What is infinite scroll vs pagination?,Infinite loads more on scroll; pagination shows discrete pages,Same pattern,Infinite is better,Pagination is infinite,A,2026-07-05 11:34:20.041878+05:30
19353,React Engineer,Components,Medium,What is a virtual list component?,Renders only visible items of a large list for performance,Pagination,Lazy loading,Code splitting,A,2026-07-05 11:34:20.041878+05:30
19354,React Engineer,Components,Easy,What is skeleton loader?,Placeholder UI matching layout while real content loads,Spinner only,Error state,Empty state,A,2026-07-05 11:34:20.041878+05:30
19355,React Engineer,Hooks,Medium,useState setter signature is setState(newValue) or:,setState(prev => newVal) functional update form,"setState(fn, dep)",setState.apply(),setState.call(),A,2026-07-05 11:34:20.041878+05:30
19356,React Engineer,Hooks,Hard,What is the problem with setTimeout inside useEffect reading state?,Captures stale state from when effect ran — use ref or functional update,No problem,Always current,Async safe,A,2026-07-05 11:34:20.041878+05:30
19357,React Engineer,Hooks,Hard,How do you read latest state inside a setTimeout?,Use a ref updated by useEffect to always have latest value,useState only,useCallback,useMemo,A,2026-07-05 11:34:20.041878+05:30
19358,React Engineer,Hooks,Hard,What is a ref-based event handler pattern?,Store handler in ref so it always reads fresh state without dependencies,Callback pattern,Context pattern,Reducer pattern,A,2026-07-05 11:34:20.041878+05:30
19359,React Engineer,Hooks,Medium,What does useCallback's dependency array contain?,All values from component scope used inside the callback,Nothing,Only state,Only props,A,2026-07-05 11:34:20.041878+05:30
19360,React Engineer,Hooks,Hard,What is the identity of a setState function from useState?,Stable — same reference across all renders (no need in deps),Changes each render,Changes on state update,Changes on mount,A,2026-07-05 11:34:20.041878+05:30
19361,React Engineer,Hooks,Hard,What is the identity of dispatch from useReducer?,Stable — same reference across renders,Unstable,Changes on action,Changes on state,A,2026-07-05 11:34:20.041878+05:30
19362,React Engineer,Hooks,Hard,What is the identity of context value?,New reference when Provider re-renders — can cause consumer re-renders,Stable always,Same reference,Stable if no children,A,2026-07-05 11:34:20.041878+05:30
19363,React Engineer,Hooks,Hard,What is the trick to stabilize context value?,useMemo for the context value object in Provider,useCallback,useRef,useState,A,2026-07-05 11:34:20.041878+05:30
19364,React Engineer,Hooks,Hard,What is a hook that returns both state and ref?,Custom hook syncing a ref to current state value for stale closure fix,Built-in hook,Standard pattern,useStateRef,A,2026-07-05 11:34:20.041878+05:30
19365,React Engineer,Hooks,Hard,What is the problem with using a function as default state?,Function is called on every render without lazy init — use () => fn(),Not a problem,Cached automatically,Called once,A,2026-07-05 11:34:20.041878+05:30
19366,React Engineer,Hooks,Hard,What is the use hook for context?,"use(MyContext) — reads context, can be conditional (React 19)",useContext,React.useContext,ContextReader,A,2026-07-05 11:34:20.041878+05:30
19367,React Engineer,Hooks,Hard,What is the use hook for promises?,use(promise) — suspends component until promise resolves (React 19),usePromise,useSuspense,Suspense component,A,2026-07-05 11:34:20.041878+05:30
19368,React Engineer,Hooks,Hard,What is cache() in React 19?,Memoizes function results across renders (server component caching),useMemo,useCallback,useRef,A,2026-07-05 11:34:20.041878+05:30
19369,React Engineer,Hooks,Medium,What is the purpose of react-query's queryClient?,Central store for all query caches — shared across app via QueryClientProvider,Context provider,Redux store,State manager,A,2026-07-05 11:34:20.041878+05:30
19370,React Engineer,Hooks,Medium,What is useQueryClient hook?,"Access queryClient instance to imperatively fetch, invalidate, or update cache",Store access,Context access,Reducer access,A,2026-07-05 11:34:20.041878+05:30
19371,React Engineer,Hooks,Medium,What is prefetchQuery?,Loads query data before it's needed for instant display on navigation,Background fetch,Eager fetch,Parallel fetch,A,2026-07-05 11:34:20.041878+05:30
19372,React Engineer,Hooks,Hard,What is the difference between useQuery and useSuspenseQuery?,useSuspenseQuery integrates with Suspense boundary for loading state,Same hook,useSuspenseQuery is older,useQuery is async,A,2026-07-05 11:34:20.041878+05:30
19373,React Engineer,Hooks,Medium,What is the window focus refetch in React Query?,Refetches stale queries when window/tab regains focus,Not a feature,Optional feature,Always on,A,2026-07-05 11:34:20.041878+05:30
19374,React Engineer,Hooks,Medium,What is the network reconnect refetch?,Refetches offline queries when network connection restores,Not a feature,Optional feature,Always off,A,2026-07-05 11:34:20.041878+05:30
19375,React Engineer,Hooks,Hard,What is staleTime: Infinity in React Query?,Data is never considered stale — cached forever until explicitly invalidated,Error config,Default config,Deprecated config,A,2026-07-05 11:34:20.041878+05:30
19376,React Engineer,Hooks,Hard,What is gcTime (garbage collect time) in React Query?,Time unused cache entries are kept before being removed,staleTime,fetchTime,cacheTime,A,2026-07-05 11:34:20.041878+05:30
19377,React Engineer,Hooks,Medium,What is the useIsFetching hook?,Returns number of queries currently fetching (global loading indicator),Shows errors,Shows stale count,Shows cached count,A,2026-07-05 11:34:20.041878+05:30
19378,React Engineer,Hooks,Medium,What is the useIsMutating hook?,Returns number of mutations currently running,Shows errors,Shows cached,Shows pending,A,2026-07-05 11:34:20.041878+05:30
19379,React Engineer,Hooks,Medium,What is the onSettled callback?,Called after mutation succeeds or fails (cleanup regardless of outcome),Success only,Error only,Loading callback,A,2026-07-05 11:34:20.041878+05:30
19380,React Engineer,Hooks,Medium,What is suspense mode in React Query?,Integrates with Suspense for loading state instead of isLoading flag,Error mode,Debug mode,Test mode,A,2026-07-05 11:34:20.041878+05:30
19381,React Engineer,Hooks,Hard,What is the select option for transforming data?,Transforms/derives data from cache without storing transformed version,Filter option,Sort option,Group option,A,2026-07-05 11:34:20.041878+05:30
19382,React Engineer,Hooks,Hard,What is the placeholderData option?,Shows data while fetching without treating it as real cached data,initialData,defaultData,emptyData,A,2026-07-05 11:34:20.041878+05:30
19383,React Engineer,Hooks,Hard,What is the notifyOnChangeProps option?,"Limits which prop changes trigger re-render (e.g., only 'data')",Required option,Performance option,Default option,A,2026-07-05 11:34:20.041878+05:30
19384,React Engineer,Hooks,Hard,What is the keepPreviousData option?,Shows old data while new query loads (good for pagination),Discards old data,Clears on fetch,Merges data,A,2026-07-05 11:34:20.041878+05:30
19385,React Engineer,State,Hard,What is zustand's subscribe method?,Subscribes to store changes outside React components,Component hook,Effect hook,Context hook,A,2026-07-05 11:34:20.041878+05:30
19386,React Engineer,State,Hard,What is zustand's getState method?,Reads current state outside React component (non-reactive),Reactive read,Context read,Prop read,A,2026-07-05 11:34:20.041878+05:30
19387,React Engineer,State,Medium,What is zustand's setState equivalent?,The set function: store.setState({key: value}) or set(fn),dispatch,mutate,update,A,2026-07-05 11:34:20.041878+05:30
19388,React Engineer,State,Hard,What is the shallow helper in zustand?,Equality function for useStore to prevent re-render on structural equality,Deep equal,Reference equal,Custom equal,A,2026-07-05 11:34:20.041878+05:30
19389,React Engineer,State,Hard,What is a slice pattern in zustand?,Split large store into smaller slice creators combined with spread,Context slice,Redux slice,RTK slice,A,2026-07-05 11:34:20.041878+05:30
19390,React Engineer,State,Medium,What is zustand's devtools middleware?,Connects store to Redux DevTools for inspection and time-travel,Optional tool,Required tool,Performance tool,A,2026-07-05 11:34:20.041878+05:30
19391,React Engineer,State,Medium,What is zustand's persist middleware?,Automatically persists store to localStorage/sessionStorage,Optional middleware,Required middleware,Security middleware,A,2026-07-05 11:34:20.041878+05:30
19392,React Engineer,State,Medium,What is the immer middleware in zustand?,Allows writing mutating draft updates in zustand actions,Required,Optional,Default,A,2026-07-05 11:34:20.041878+05:30
19393,React Engineer,State,Medium,What is Jotai's atomWithStorage?,Atom that persists its value in localStorage/sessionStorage,Standard atom,Derived atom,Async atom,A,2026-07-05 11:34:20.041878+05:30
19394,React Engineer,State,Medium,What is Jotai's atomWithReset?,Atom that can be reset to initial value via useResetAtom hook,Standard atom,Derived atom,Computed atom,A,2026-07-05 11:34:20.041878+05:30
19395,React Engineer,State,Hard,What is Jotai's atomWithReducer?,Atom with reducer function for complex state transitions,Standard atom,Async atom,Computed atom,A,2026-07-05 11:34:20.041878+05:30
19396,React Engineer,State,Medium,What is Jotai's useAtomValue?,Read-only atom hook (no setter returned),useAtom,useSetAtom,useAtomState,A,2026-07-05 11:34:20.041878+05:30
19397,React Engineer,State,Medium,What is Jotai's useSetAtom?,Write-only atom hook (no value returned) — avoids re-render on read,useAtom,useAtomValue,setAtom,A,2026-07-05 11:34:20.041878+05:30
19398,React Engineer,State,Hard,What is Jotai's atomFamily cleanup?,Remove atoms from family to prevent memory leaks,Auto-cleanup,Never needed,Optional,A,2026-07-05 11:34:20.041878+05:30
19399,React Engineer,State,Hard,What is the selectAtom in Jotai?,Derive a read-only atom from another atom with a selector function,Standard atom,Derived atom,Computed atom,A,2026-07-05 11:34:20.041878+05:30
19400,React Engineer,State,Hard,What is splitAtom in Jotai?,Split array atom into individual atoms for each element,Merge atoms,Group atoms,Filter atoms,A,2026-07-05 11:34:20.041878+05:30
19401,React Engineer,State,Hard,What is atomWithObservable in Jotai?,Creates atom from RxJS observable for reactive streams,Standard atom,Async atom,Stream atom,A,2026-07-05 11:34:20.041878+05:30
19402,React Engineer,State,Hard,What is focusAtom in jotai-optics?,Creates lens-focused atom for accessing nested state properties,Standard atom,Derived atom,Filter atom,A,2026-07-05 11:34:20.041878+05:30
19403,React Engineer,State,Hard,What is Redux Toolkit's createListenerMiddleware?,Lightweight alternative to redux-saga for event-driven side effects,Thunk middleware,Saga middleware,Observable middleware,A,2026-07-05 11:34:20.041878+05:30
19404,React Engineer,State,Hard,What is startListening in createListenerMiddleware?,Registers a listener to react to specific actions,stopListening,addListener,subscribe,A,2026-07-05 11:34:20.041878+05:30
19405,React Engineer,State,Hard,What is the takeLatest effect in createListenerMiddleware?,Cancels previous listener run when same action fires again,takeEvery,takeFirst,takeLeading,A,2026-07-05 11:34:20.041878+05:30
19406,React Engineer,State,Hard,What is RTK's createDynamicMiddleware?,Add middleware to store after initialization (for code splitting),Static middleware,Required middleware,Plugin middleware,A,2026-07-05 11:34:20.041878+05:30
19407,React Engineer,State,Hard,What is the asyncThunkCreator pattern?,Create thunks with consistent error handling and loading states,Standard thunk,Simple thunk,Manual thunk,A,2026-07-05 11:34:20.041878+05:30
19408,React Engineer,State,Hard,What is the createAppAsyncThunk?,Typed version of createAsyncThunk with app's RootState and AppDispatch,Standard version,Same thing,Alternative,A,2026-07-05 11:34:20.041878+05:30
19409,React Engineer,State,Hard,What is Redux Toolkit's combineSlices?,Lazily combines slices — adds them as they're imported (code splitting),combineReducers,Dynamic slices,Lazy reducers,A,2026-07-05 11:34:20.041878+05:30
19410,React Engineer,State,Hard,What is the injectInto method on slices?,Injects slice into a combined reducer at runtime,Static injection,Build injection,Compile injection,A,2026-07-05 11:34:20.041878+05:30
19411,React Engineer,State,Medium,What is the purpose of selector memoization?,Avoid recomputing derived state when inputs haven't changed,Required feature,Performance feature,Security feature,A,2026-07-05 11:34:20.041878+05:30
19412,React Engineer,State,Hard,What is the defaultMemoize in reselect?,Caches only last result (size 1) — may re-compute on rotation,Multi-size cache,WeakMap cache,Unlimited cache,A,2026-07-05 11:34:20.041878+05:30
19413,React Engineer,State,Hard,What is unstable_serialize in TanStack Query?,Deterministic query key serialization for consistent cache keys,Standard serialize,JSON.stringify,Custom serialize,A,2026-07-05 11:34:20.041878+05:30
19414,React Engineer,State,Hard,What is the queryOptions helper in TanStack Query v5?,Type-safe helper for defining shared query configurations,Required helper,Optional helper,Performance helper,A,2026-07-05 11:34:20.041878+05:30
19415,React Engineer,JSX,Easy,What is the output of rendering undefined in JSX?,Renders nothing (undefined is not rendered),Error thrown,String 'undefined',null rendered,A,2026-07-05 11:34:20.041878+05:30
19416,React Engineer,JSX,Easy,What is the output of rendering false in JSX?,Renders nothing (false is a falsy value that React skips),Error thrown,String 'false',null rendered,A,2026-07-05 11:34:20.041878+05:30
19417,React Engineer,JSX,Hard,What is the output of rendering an empty string in JSX?,Renders an empty text node (empty string is rendered unlike false),Renders nothing,Error thrown,Undefined rendered,A,2026-07-05 11:34:20.041878+05:30
19418,React Engineer,JSX,Hard,What is the output of rendering 0 in JSX?,Renders the number 0 (0 is rendered unlike false/null/undefined),Renders nothing,Error thrown,String '0',A,2026-07-05 11:34:20.041878+05:30
19419,React Engineer,JSX,Hard,What is the correct fix for the 0 rendering issue?,Convert to boolean: {count > 0 && <Comp />} or {!!count && <Comp />},Use null coalescing,Use ternary always,No fix needed,A,2026-07-05 11:34:20.041878+05:30
19420,React Engineer,JSX,Medium,What is JSX's handling of object rendering?,Throws error: 'Objects are not valid as a React child',Renders object keys,Renders JSON,Renders nothing,A,2026-07-05 11:34:20.041878+05:30
19421,React Engineer,JSX,Medium,What is the toString trick for objects in JSX?,Call .toString() or JSON.stringify() to convert to string for display,Automatic conversion,Spread operator,Template literal,A,2026-07-05 11:34:20.041878+05:30
19422,React Engineer,JSX,Medium,What is the purpose of React.isValidElement?,Checks if a value is a valid React element before rendering,Validates JSX,Checks DOM,Validates props,A,2026-07-05 11:34:20.041878+05:30
19423,React Engineer,JSX,Medium,What is the children as function pattern?,Render prop: <Component>{(data) => <div>{data}</div>}</Component>,Required children,String children,Element children,A,2026-07-05 11:34:20.041878+05:30
19424,React Engineer,JSX,Medium,What is React.Children.forEach?,Iterates children without creating new array (no return value),Creates array,Returns children,Maps children,A,2026-07-05 11:34:20.041878+05:30
19425,React Engineer,JSX,Medium,What is the cloneElement use case for injecting props?,"Parent injects additional props into children: React.cloneElement(child, extraProps)",Modifying DOM,Cloning to DOM,Rendering DOM,A,2026-07-05 11:34:20.041878+05:30
19426,React Engineer,JSX,Hard,What is forwardRef's render function signature?,"(props, ref) => JSX — receives both props and forwarded ref","(ref, props)",(props),(ref),A,2026-07-05 11:34:20.041878+05:30
19427,React Engineer,JSX,Medium,What is the ref in forwardRef used for?,Attaching to DOM element or passing to child component's forwardRef,State management,Effect handling,Context access,A,2026-07-05 11:34:20.041878+05:30
19428,React Engineer,JSX,Hard,What is the constraint on forwardRef?,Can only forward one ref — for multiple refs use useImperativeHandle,Can forward many,Can forward none,Optional usage,A,2026-07-05 11:34:20.041878+05:30
19429,React Engineer,JSX,Hard,What is the key as identity in component resetting?,Same component at same key = preserve state; different key = reset state,Key is cosmetic,Key is performance,Key is required,A,2026-07-05 11:34:20.041878+05:30
19430,React Engineer,JSX,Medium,What is the purpose of aria-hidden?,Hides element from accessibility tree (decorative/redundant elements),Hides visually,Hides from DOM,Hides from search,A,2026-07-05 11:34:20.041878+05:30
19431,React Engineer,JSX,Hard,What is role=button for non-button elements?,Adds button semantics to non-button element (also needs keyboard handlers),Optional,Replaces button,Styles element,A,2026-07-05 11:34:20.041878+05:30
19432,React Engineer,JSX,Hard,What is the tabIndex=-1 use case?,Makes element focusable by code but not in tab order,Removes from tab,Adds to tab,Required for focus,A,2026-07-05 11:34:20.041878+05:30
19433,React Engineer,JSX,Medium,What is the tabIndex=0 use case?,Adds element to natural tab order based on DOM position,Custom tab order,Removes from tab,Required for focus,A,2026-07-05 11:34:20.041878+05:30
19434,React Engineer,JSX,Hard,What is tabIndex positive number problem?,Overrides natural tab order — creates confusing keyboard experience,Improves navigation,Required pattern,Standard practice,A,2026-07-05 11:34:20.041878+05:30
19435,React Engineer,JSX,Medium,What is the onBlur event in React?,Fires when element loses focus (bubbles unlike native blur),Fires on focus,Doesn't bubble,Focus equivalent,A,2026-07-05 11:34:20.041878+05:30
19436,React Engineer,JSX,Hard,What is onFocus event bubbling in React?,React's onFocus bubbles (unlike native focus event) — use for delegation,Doesn't bubble,Only on direct element,Same as blur,A,2026-07-05 11:34:20.041878+05:30
19437,React Engineer,JSX,Easy,What is the autoComplete attribute?,"Hints browser for autofill suggestions ('on', 'off', 'email', etc.)",Required field,Validation hint,Security feature,A,2026-07-05 11:34:20.041878+05:30
