id,title,body,category,skill,difficulty,roles,source,created_at
120051,How is data encrypted in Snowflake?,Data is encrypted at rest and in transit.,Database,Snowflake,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120052,What is the use of the COPY INTO command?,To load data from stage into a table.,Database,Snowflake,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120053,How do you list databases in Snowflake?,SHOW DATABASES;,Database,Snowflake,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120054,What’s the command to create a table in Snowflake?,CREATE TABLE command.,Database,Snowflake,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120055,"What is the role of a warehouse size (XS, S, M)?",It controls the compute power and concurrency.,Database,Snowflake,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120056,What is a semi-structured data type supported by Snowflake?,"VARIANT (used for JSON, XML, Avro, etc.).",Database,Snowflake,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120057,Does Snowflake support JSON?,"Yes, via VARIANT data type.",Database,Snowflake,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120058,What UI does Snowflake provide for writing queries?,Snowflake Web UI or Snowsight.,Database,Snowflake,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120059,Is Snowflake OLAP or OLTP?,OLAP (Online Analytical Processing).,Database,Snowflake,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120060,Explain how Snowflake achieves scaling.,By allowing independent compute clusters to scale horizontally and vertically.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120061,What’s the difference between scaling up and scaling out in Snowflake?,Scaling up = more powerful warehouse; scaling out = more clusters for concurrency.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120062,What are micro-partitions?,Tiny columnar storage units (~16MB) automatically managed by Snowflake.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120063,How does clustering work in Snowflake?,Clustering orders micro-partitions based on key columns to improve pruning.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120064,What is a materialized view in Snowflake?,A precomputed view that stores query results and automatically refreshes.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120065,When would you use clustering keys?,For large tables where filtering on certain columns is frequent.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120066,How does Snowflake handle semi-structured data?,Snowflake stores semi-structured data in VARIANT and supports SQL querying.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120067,Explain VARIANT vs OBJECT vs ARRAY.,VARIANT stores any JSON-like value; OBJECT = key-value map; ARRAY = list of values.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120068,What is the use of FILE FORMAT objects?,They define how files like CSV or JSON are interpreted during load/unload.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120069,What’s the difference between internal and external stages?,"Internal = managed by Snowflake; External = S3, GCS, or Azure blob storage.",Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120070,What are Snowflake roles used for?,To define access control and user permissions.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120071,What is RBAC in Snowflake?,Role-Based Access Control: users get access through roles.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120072,How can you monitor query performance?,"Snowsight dashboard, QUERY_HISTORY, and ACCOUNT_USAGE views.",Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120073,What are automatic services Snowflake provides?,"Auto-suspend/resume, auto-scaling, automatic clustering (for some editions).",Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120074,What’s the QUERY_HISTORY view?,System view to explore executed query metadata.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120075,How is failover handled in Snowflake?,"Multi-zone architecture, automatic replication, and failover features.",Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120076,How do you clone a table or schema?,Using the CLONE command.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120077,What is zero-copy cloning?,Cloning without copying data; metadata-only operation using time travel.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120078,Explain the function of the METADATA cache.,Stores recent metadata to optimize planning; eventually consistent.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120079,What are resource monitors used for?,To limit credit usage by users/warehouses.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120080,What’s the QUERY_TAG feature used for?,"To tag queries for tracking, grouping, and auditing.",Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120081,How do you create a task in Snowflake?,To define a scheduled or triggered SQL operation.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120082,How can you schedule a recurring job in Snowflake?,Use TASK + SCHEDULE clause or cron expressions.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120083,What’s a stream in Snowflake?,A change tracking object for CDC (Change Data Capture).,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120084,Explain the difference between stream and task.,"Stream tracks data changes; task executes logic, often using stream.",Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120085,What is the result cache in Snowflake?,Returns previously run query results if nothing changed.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120086,How does result reuse work in Snowflake?,"If query, data, and role are the same, cached result is reused.",Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120087,What’s the difference between temporary and transient tables?,"Temporary = session-only, not recoverable; Transient = persists beyond session but no Fail-Safe.",Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120088,What is a session in Snowflake?,A temporary session context for a connection.,Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120089,How do you handle errors during data load?,"By using ON_ERROR = 'CONTINUE', 'SKIP_FILE', or 'ABORT_STATEMENT'.",Database,Snowflake,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120090,Design a multi-tenant data architecture using Snowflake.,Use separate schemas or databases per tenant; manage roles/warehouses per tenant for isolation.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120091,How do you isolate workloads in Snowflake?,"Via separate virtual warehouses, roles, and resource monitors per team or workload.",Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120092,How does Snowflake enforce data security at rest and in transit?,Snowflake encrypts all data in transit and at rest using strong AES encryption and key hierarchy.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120093,Explain Snowflake’s approach to data sharing across accounts.,"Allows sharing data across accounts/regions without copying, using metadata pointers.",Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120094,What is secure data sharing and why is it useful?,"A secure, real-time, copy-free method to share data with external parties.",Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120095,How does replication work for cross-region DR in Snowflake?,Replicates databases or shares across regions/accounts with automatic synchronization and failover.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120096,"What are fail-safe and time-travel, and how do they differ?",Time-travel lets you query past states; fail-safe is for recovery after retention windows (7 days only).,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120097,How would you optimize a high-cost query in Snowflake?,"Use query profile to examine scan, join, and spill; optimize joins, filter early, and cluster if needed.",Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120098,What’s the impact of large result sets on warehouse sizing?,Larger result sets may require bigger or multi-cluster warehouses to avoid spills.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120099,How can you troubleshoot slow queries with query plans?,"Using query profile’s steps, scan stats, bytes spilled, pruning efficiency, and wait times.",Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120100,What is automatic clustering and when is it beneficial?,Snowflake automates reclustering for large tables to improve filter efficiency.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120101,What is the difference between ACCOUNT_USAGE and INFORMATION_SCHEMA?,ACCOUNT_USAGE is global metadata for billing/security; INFORMATION_SCHEMA is scoped to current DB.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120102,Design a role hierarchy with least privilege access.,Use role inheritance: user roles → app roles → functional roles → security roles → sysadmin.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120103,How do you audit all access to sensitive data?,"Enable ACCESS_HISTORY view and store logs with timestamps, roles, query text.",Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120104,How would you implement row-level security in Snowflake?,With row access policies applied on views or tables based on role/user/session context.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120105,How does masking policy differ from row access policy?,Masking hides sensitive values; row access filters rows from visibility.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120106,What is a TAG in Snowflake and where is it used?,"Custom metadata key-value pair attached to objects for classification, governance, etc.",Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120107,Explain how streams + tasks support CDC pipelines.,Stream tracks inserts/updates; tasks consume stream and apply logic; good for CDC/ETL.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120108,What’s a Snowflake Marketplace and how does it work?,A data exchange platform to publish or subscribe to datasets across accounts.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120109,What’s the best way to secure data ingestion pipelines?,Use S3/GCS with IAM restrictions; validate files in stage; restrict access via roles.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120110,How do you load continuously changing files into Snowflake?,With Snowpipe or auto-ingest; use file metadata to detect changes.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120111,How does cost-based optimization work in Snowflake?,"Snowflake evaluates query plans and rewrites them to minimize cost (scan, join, IO).",Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120112,What causes result cache invalidation?,"Changes in table data, user role, or query SQL will invalidate the cached result.",Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120113,How would you track warehouse credit consumption per team?,Use resource monitors per team/warehouse and track in ACCOUNT_USAGE views.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120114,What are pipes and when are they used?,Pipes automate Snowpipe ingestion using stage notifications.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120115,Explain multi-cluster warehouses and auto-scaling logic.,Enables concurrent clusters for concurrency scaling; resumes/pauses automatically.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120116,How would you implement GDPR “right to be forgotten” in Snowflake?,Track and delete user data by ID; use tagging to find affected rows/files; truncate or drop.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120117,Can Snowflake enforce object tagging and classification?,"Yes, via governance features and access control; tags can be mandatory with policies.",Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120118,Describe a way to enforce column-level encryption requirements.,Use external tokenization or client-side encryption + VARIANT; enforce through masking or UDFs.,Database,Snowflake,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120119,What is Apache Hive?,Hive is a data warehouse tool built on top of Hadoop.,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120120,Is Hive a database or a data warehouse?,It’s a data warehouse system for querying big data.,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120121,What programming language is Hive built on?,Java.,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120122,Which query language does Hive use?,"HiveQL, similar to SQL.",Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120123,Can Hive run SQL-like queries?,"Yes, Hive supports SQL-like queries.",Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120124,What is the default file format in Hive?,"TextFile (default), but others are supported.",Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120125,What is a Hive table?,A schema that maps to data stored in files on HDFS.,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120126,What are the two types of tables in Hive?,Internal and external tables.,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120127,What is the difference between internal and external tables?,Internal manages data lifecycle; external leaves data on HDFS.,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120128,Where does Hive store metadata?,In a metastore database.,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120129,What is the default metastore in Hive?,"Derby (default), MySQL or other RDBMS can be used.",Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120130,Can Hive use HDFS to store data?,Yes.,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120131,How do you create a table in Hive?,Using CREATE TABLE syntax.,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120132,What does the LOAD DATA command do?,Loads data from local/HDFS into a table.,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120133,How do you run a query in Hive?,"Using Hive CLI, Beeline, or JDBC.",Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120134,What is a partition in Hive?,A way to divide table data for better performance.,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120135,What is a bucket in Hive?,Subdivides data in partitions for parallel processing.,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120136,Does Hive support schema-on-read or schema-on-write?,Schema-on-read.,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120137,Can Hive handle structured data?,"Yes, it stores structured and semi-structured data.",Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120138,What command shows all databases in Hive?,SHOW DATABASES;,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120139,How do you see tables in a database?,SHOW TABLES;,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120140,How do you describe a table structure in Hive?,DESCRIBE table_name;,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120141,Can Hive handle large datasets?,"Yes, Hive is built to process petabyte-scale data.",Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
